TICKET,APAR,SUMMARY,COMPONENT,SUBCOMPONENT1,SUBCOMPONENT2,SUBCOMPONENT3,RELEASE_NOTE
SPM-129670,,Updates to the versions of MS Word supported for the Microsoft Word Integration feature,Third Party Updates,,,,"The following changes have been made to the Microsoft Word version support for the Microsoft Word Integration feature in Cúram.

* Support for Microsoft Word 2019 and future fix packs has been dropped. Official mainstream support for this version of MS Word has been dropped by Microsoft.
* Support for Microsoft Word 2021 and future fix packs is being maintained.

This means that the Microsoft Word version supported for SPM 8.1.1.0 is as follows:

* 2021 and future fix packs.

"
SPM-129666,,Update the certified version of Apple VoiceOver and Chrome for Tablet Accessibility,Third Party Updates,,,,"The certified version of Apple VoiceOver is now updated to iOS 15.8. This is certified against Chrome 119. 

"
SPM-129665,,"If a secondary nominee has an active bank account with no corresponding destination bank account, no validation displays if a component is being assigned to that nominee",CEF,Financial Management,,,"*Issue Description:*
When trying to assign a component to a second case nominee, where the case nominee has a bank account but no destination bank account is set on the case, the expected validation is not displayed.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a Person.
# Add Bank Account evidence for this person.
# Create an integrated case.
# Add a product delivery with a delivery pattern of 'Weekly in advance by EFT'.
# Submit the product delivery for approval.
# Register a second Person.
# From the Product Delivery Financials tab, select Nominees and add the second person as a case nominee.
# Add Bank Account evidence for the second person. 
# On the Product Delivery, do not select Change Bank Account for the second person added as a case nominee.
# From the Product Delivery Financials tab, select Nominees and for the second person, assign a component.  
# Issue: The validation ?The Component <Component Name> could not be assigned as the Nominee <Nominee Name> has no bank account.? is not displayed. Although a bank account exists for the second case nominee, there is no destination bank account for the case.

*Resolution:*
The logic inside the API for validating the case nominee was updated to display the correct exception where the delivery pattern on the product delivery is EFT, but no destination bank account exists for that case nominee.

"
SPM-129647," DT036727",Applications that have applicants who have special characters in their names cannot be withdrawn,CEF,Application Development Environment,,,"*Issue Description:*
Applications cannot be withdrawn when applicants have special characters in their names, for example, O?Connor, O?Brien - the Withdraw button is unresponsive. Attempting to withdraw an application for an applicant with special characters in their name causes the Withdraw button to become unresponsive for applicants without special characters in their names. Logging out, clearing the cache, and re-logging resolves the issue for applicants whose names do not contain special characters, but persists for those with special characters in their names.

*User Interface Impact:* No

*Steps to Reproduce:* 

*Scenario 1*

# Log in as an Insurance Affordability caseworker.
# Register a person who has a special character in their name, for example, First name: Person and Last name: O?Brien.
# Submit a new Insurance Affordability application.
# On the Insurance Affordability Application case Navigate to the Programs cluster on the Home tab and click on the Withdraw action.
# Issue: The Withdraw Program modal does not open.  

*Scenario 2*

# Log in as a caseworker.
# Register a person who has a special character in their name, for example, First name: Person and Last name: O?Connor.
# Submit a new application.
# Open the application case and click on the Authorization tab.
# Navigate to Withdrawals and select the Withdraw link.
# Issue: The Withdraw Program modal does not open. 

*Resolution:*
The issue was resolved by escaping special characters in the name, allowing the Withdraw Program modal to open.

"
SPM-129592,,APIs for the support for Authorised Representatives to apply for benefit on behalf of Citizens,ENT,Universal Access,,,"Authorisation controls on some Web APIs related to the Universal Access intake flows have been made customisable. However, this customisation is not yet supported, or documented and customers should not try to use it. The list of changed APIs is listed below.

* EJBServer/components/CitizenWorkspace/source/curam/citizenworkspace/rest/facade/impl/ApplicationAPI.java
* EJBServer/components/CitizenWorkspace/source/curam/citizenworkspace/rest/facade/impl/CitizenFormsAPI.java
* EJBServer/components/CitizenWorkspace/source/curam/citizenworkspace/rest/facade/impl/IntakeApplicationFormAPI.java
* EJBServer/components/CitizenWorkspace/source/curam/citizenworkspace/rest/facade/impl/OnlineCategoryAPI.java
* EJBServer/components/CitizenWorkspace/source/curam/citizenworkspace/rest/facade/impl/SPMVerificationAPI.java
* EJBServer/components/CitizenWorkspace/source/curam/citizenworkspace/rest/facade/impl/SPMVerificationFileLinkAPI.java
* EJBServer/components/CitizenWorkspace/source/curam/citizenworkspace/rest/facade/impl/ScreeningAPI.java
* EJBServer/components/CitizenWorkspace/source/curam/citizenworkspace/rest/facade/impl/UAUserAccountAPI.java

Note - these APIs will continue to function the same.

"
SPM-129383,DT036739,Codetable hierarchy text is centre aligned,Look and Feel,,,,"*Issue Description:*
Drop-downs used in a code-table hierarchy appear narrower than expected and with additional unnecessary whitespace inside the field, thereby causing some selected values to be truncated.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a Provider Manager.
# Enrol a New Provider Enquiry and click Next.
# Scroll down to view the ?Primary Category and Types Interested In?.
# Issue: The values in the Provider Category and the Provider Type drop-down fields are narrower than expected. The white space before the text in the drop-down truncates the text. 

*Resolution:*
Drop-downs used in a code-table hierarchy now display at their expected size and without any unnecessary white space inside the field.

"
SPM-129373,,Open Enrollment Period Configuration for 2024,SOL,Income Support,,,"*Issue Description:*
No open enrollment period configuration for 2024 for Insurance Affordability is available.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an administrator.
# Navigate to Open Enrollment Period under Health Care Reform in the shortcuts panel.
# Issue: No open enrollment period for 2024 is configured.

*Resolution:*
A new open enrollment period configuration is now available. The configuration is: 

* Start Date is November 1, 2023
* End Date is January 15, 2024
* Coverage Start Date is January 1, 2024  
* Coverage End Date is December 31, 2024

As January 15, 2024 is a federal holiday, some states may wish to extend the configured End Date to January 16, 2024."
SPM-129320,DT036734,Edit boxes and checkboxes are not properly aligned with other input fields,Look and Feel,,,,"*Issue Description:*
Labelled inputs and unlabelled inputs/checkboxes in the same cluster row are not vertically aligned.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Click on Person under Searches in the shortcuts panel.
# Issue: The Show Nicknames and Show Sounds Like Names checkboxes on the Person Search page are not aligned with the First Name and Last Name text inputs.

*Resolution:*
Checkboxes and other unlabelled inputs are now aligned to other inputs in the same row.

"
SPM-129291,DT036737,Clicking a custom URL to close a modal using custom javascript results in modal closing as expected but the URL does not open,CEF,,,,"*Issue Description:*
When custom javascript is used to close a modal on clicking a custom URL, the modal closes as expected but the URL is not opening in a new tab.

*User Interface Impact:* No

*Prerequisite(s):*  

# A custom URL has been added to a modal where JavaScript is used to close the modal on clicking the URL.

*Steps to Reproduce:* 

# Log in as a caseworker.
# Navigate to the modal modified in the prerequisites step above. 
# Issue: On clicking the custom URL, the modal closes but the URL is not opened.

*Resolution:*
When custom javascript is used to close a modal on clicking a custom URL, the modal closes and the URL now opens in a new tab.


"
SPM-129257,,Incorrect reciprocal relationship evidence type set for prospect persons with no gender specified,CEF,Common Evidence,,,"*Issue Description:*
When creating a relationship evidence record where the reciprocal relationship is determined based on gender, for example, an Uncle/Nephew relationship or an Aunt/Nephew relationship, the reciprocal relationship type for a prospect person with no gender specified is incorrectly defaulted to the same relationship type as the related person. For example, Uncle is incorrectly displayed in both the Person and Prospect Person relationship evidence description instead of displaying Uncle on the Prospect Person evidence and Nephew on the Person evidence.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a Person as a male. 
# Register a Prospect Person without a gender.
# Add Relationship evidence for the Prospect Person.
# From the New Relationship page, select the drop-down list for Case Participant and select the Prospect Person.
# From the Participant section, search for the Person and select them.
# From the Relationship Details section, select the drop-down list for type and select Uncle. 
# Click Save & Exit. 
# Observe the Evidence list for the Prospect Person, the Relationship record is displayed as expected with the description ?Uncle of Prospect Person is Person?. 
# Issue: Navigate to the Evidence tab for the Person. The relationship evidence description displays ?Uncle of Person is Prospect Person? instead of the expected description ?Nephew of Person is Prospect Person?.

*Resolution:*
The issue has been resolved by updating the API that sets the reciprocal relationship type so that the male gender relationship type is selected by default when a relationship is added for a prospect person with no gender specified. For example, when Uncle is selected as the relationship type for a Person, then Nephew will be selected by default as the reciprocal relationship type when the related Prospect Person does not have a gender selected. 

"
SPM-129046,DT036730,"Issue with 'Employer-Sponsored Insurance' external evidence not matching data received from Federal Hub ",SOL,Income Support HCR,,,"*Issue Description:*
The Cúram Federal Hub code incorrectly maps the enrolledOnESI field to the eligibleforESI datastore attribute and, because of that, the ?Eligible For ESI' field is displaying the wrong data.

*User Interface Impact:* No

*Steps to Reproduce:*

# In the Citizen Portal, create an application for ?John Smith?.
# Provide details for a person that the Federal Hub recognizes as ?Eligible for ESI?.
# Submit the application.
# Log in as an Insurance Affordability worker and review the Employer-Sponsored Insurance evidence.
# Issue: The ?Eligible for ESI? field is displaying the wrong data.

*Resolution:*
This issue is now resolved, the incorrect mapping of ?Eligible for ESI? data has been corrected.
"
SPM-129022,DT036720,Live Financial Component is incorrectly created on case suspension when curam.miscapp.payuptosuspendeddate = NO,CEF,Financial Management,,,"*Issue Description:*
Suspending a case being paid in arrears leaves one or more live financial components on the database even if the system property to pay up to the suspended date is set to 'NO'.

*User Interface Impact:* No

*Prerequisite(s):*

# Log in as a system administrator.
# On the shortcuts panel, click on Property Administration below Application Data.
# Enter 'Pay up to Suspended Date' in the Name text box and click Search.
# For the entry returned, use the Edit Value row-level action to modify the value to NO.
# Click Save.
# Publish the changes.

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Add a new integrated case for the person.
# Add evidence at the integrated case level.
# Activate the evidence.
# Now add a product delivery, 'Monthly in Arrears On Day 1 Of The Month - 14-day offset'
# Add certification one month in the past and 11 months in the future.
# Submit, approve and activate the product delivery.
# Issue the payment for the first month of certification.
# Roll the server forward to a date in the second month of certification that will allow the payment for that month to be issued.
# Issue the payment for the second month of certification - the last paid to date for the second month will be the last day of that month.
# Now roll the server forward to a date early in the third month of certification.
# Make an evidence change effective on day 1 of the third month of certification. This evidence should typically cause an eligibility change.
# Activate the evidence.
# Suspend the product delivery.
# Issue: When the database is examined, the Financial Component entity will contain one or more live financial components even though the system property 'Pay up to Suspended Date' is set to 'NO'.

*Resolution:*
The underlying problem here is that there was a loophole in the case suspension logic which didn't cater for the scenario where an effective dated change would occur after the last paid to date of the affected component. This issue has been resolved by updating the logic to cater to the circumstance where this is possible.


"
SPM-128696,DT036248,"Cúram Universal Access Responsive Web Application: IEG questions defined in conditionally hidden clusters but not referenced by read-only element are included in the form ",ENT,Intelligent Evidence Gathering,,,"*Issue Description:*
IEG questions that are defined in conditionally hidden clusters are incorrectly displayed in forms. In the forms, only questions that are referenced by read-only elements should be displayed.

*User Interface Impact:* No

*Steps to Reproduce:* 

# Update an IEG script to contain a static conditional cluster that starts a custom function without a read-only expression.
# In the Universal Access Responsive Web Application, apply for a benefit by using the updated IEG script.
# Issue: Observe that the hidden Boolean value is included in the response, which results in a checkbox that should be hidden being displayed on the IEG page. As a result, unexpected behavior might occur that might impact other pages that contain conditional clusters that reference the same question.

*Resolution:*
IEG pages that contain static conditional clusters, and that start custom functions without read-only-expressions, have been updated. The IEG pages no longer display hidden checkboxes.

"
SPM-128694,DT036712,Changing control question answers in IEG can cause unhandled server exception and data loss,CEF,Intelligent Evidence Gathering,,,"*Issue Description:*
IEG may delete data for the incorrect record when control questions are modified.

*User Interface Impact:* No

*Steps to reproduce*

# Create an IEG script that contains a nested loop for adding and editing parent and child records. For example, you can add a household member, and then you can add an income record by answering the question 'Does X have income?' which will conditionally enter a set of pages to add the income record. Note the outer loop must contain pages.
# Create a Summary page in the script that allows you to edit the Parent record to change the control question that adds the child record. That is, an edit link to the page where the question is asked.
# Run the script and add 3 parent records and 3 child records. For example, add John, Mary and Tom and for each household member select yes for 'Does X have income' and add the income amount.
# Continue to the summary page and select the edit button on the second parent record. For example, edit Mary's record and select No when asked 'Does Mary have income?'.
# Continue to the summary page and select the edit button on the third parent record. For example, edit Tom?s record and select No when asked 'Does Tom have income?'.
# Continue to the summary page and select the edit button on the second parent record. For example, edit Mary?s record and select Yes when asked 'Does Mary have income?'
# Issue: The update fails on clicking next with ?Something went wrong. Try again or go to home.' Additionally, data is lost for the previous record in the loop. For example, if Tom?s control question 'Does Tom have Income' was changed to No then Mary?s record is deleted.

*Resolution:*
Now IEG correctly handles the modification of control questions that drive the addition and removal of Datastore entities.

"
SPM-128658,,Update the version of React from v16.13 to v18.2 in the caseworker application,Third Party Updates,,,,"The version of React used in the caseworker application has been updated from v16.13 to v18.2.

"
SPM-128640,,Error occurs when setting a new default nominee who has different components than the old nominee,CEF,Financial Management,,,"*Issue Description:*
When setting a case nominee as the default, the intention is to assign the components currently assigned to the (old) default nominee to the new default nominee. Other nominees can exist on the case, as in a third nominee, but any components assigned to them should be left untouched as they are not the default nominee. An issue has been found when setting the default nominee, that all components on the case are being assigned to the new default nominee even if they were not assigned to the old default nominee. This is not correct. Only the components assigned to the old default nominee should be assigned to the new default nominee.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register person 1.
# Add Bank Account evidence for person 1.
# Create an integrated case for person 1.
# Create a product delivery with a delivery pattern of EFT.
# Register person 2.
# Add Bank Account evidence for person 2.
# Navigate back to the Product Delivery created in Step 5 and select the Financials tab.
# Select Nominees and add person 2 as a case nominee.
# Register person 3.
# Navigate back to the Product Delivery created in Step 5 and select the Financials tab. 
# Select Nominees, add person 3 as a case nominee and select the 'Save & Assign Component' action. 
# Assign a component to Person 3 and select save. 
# Expand the case nominee details for person 2 and select Set to set Person 2 as the Default Nominee.
# Issue: An unhandled server exception occurs.

*Resolution:*
This issue has been resolved by updating the API for setting the default nominee to only retrieve the components assigned to that nominee for reassignment to the new default nominee and not all the components on the case irrespective of who they are assigned to.

"
SPM-128627,,The title of the Citizen Context Viewer window contains the text '(Opens in new window)',Accessibility,,,,"*Issue Description:*
When hovering over the Citizen Context Viewer icon, a tooltip appears containing text to indicate to the user that selecting it opens a new window. This '(Opens in new window)' tooltip text appears in the new Citizen Context Viewer window's title when it is opened.

*User Interface Impact:* No

# Log in as a caseworker and register a Person (ex: Ryan Wilkins, 43 years old).
# Navigate to the Citizen Context Viewer icon for the person.
# Hover over the Citizen Context Viewer icon for the person. It shows Citizen Context Viewer - Ryan Wilkins 43 Years (Opens in new window)
# Click on the Citizen Context Viewer icon to open the Citizen Context Viewer window.
# Issue: The warning text '(Opens in new window)' appears on the new Citizen Context Viewer window's title.

*Resolution:*
The warning text '(Opens in new window)' is no longer displayed on the Citizen Context Viewer window's title.

"
SPM-128626,,Certify Adoptium Temurin? Open JDK version 8 for usage in the Cúram Development Environment,Third Party Updates,,,,"The Adoptium Temurin? Open JDK version 8 has been certified for usage in the Cúram Application Development Environment. This JDK is available as a free download from [https://adoptium.net/|https://adoptium.net/|smart-link]  . 

The ?configtest? target has been updated to recognize and support the JDK type of ?Temurin?.

It should be noted that this type of JDK should be used for application development purposes only. When building and deploying the Cúram application onto a supported application server, a suitable JDK compatible with that application server should be used. 

"
SPM-128618,DT036691,IEG Player in Universal Access Responsive Web Application - Subsequent sections disabled in section navigation menu when editing from summary page without changing answers,CEF,Intelligent Evidence Gathering,,,"*Issue Description:*
When using IEG in the Universal Access Responsive Web Application sections may be incorrectly disabled while editing from a summary page.

*User Interface Impact:* No

*Steps to Reproduce:*

The issue arises under the following conditions.

# Create an IEG script with a summary page that allows you to edit a record.
# On the question page use a question that has a default value in the schema and also is used in a control question in a subsequent section so that changing the answer will disable that section in the section navigation and should force the user back through the script.
# Run the script and answer the questions so that you arrive at the summary page with the edit link that will bring you back to the question page from 2.
# Select the edit link to navigate to the question page, don't change anything and select next. You should be brought back to the summary page.
# Issue: You are not returned to the summary page when clicking Next, instead IEG determines that the answer has been changed which disables the section and forces you back through the script.

*Resolution:*
IEG now correctly handles scenarios where the user does not change control question answers when editing from the summary page.

"
SPM-128616,,IEG rules expression resolver uses data from previous iteration,CEF,Intelligent Evidence Gathering,,,"*Issue Description:*
In IEG, when using custom validations in a filtered loop, the validation may receive incorrect list item data.

*User Interface Impact:* No

*Steps to Reproduce:*

# Create a script that includes a loop for adding parent and child records, for example, adding a household member and adding a pregnancy record for them.
# In the parent loop create a page with a conditional question to decide if the child record is added. For example, 'Is <Person> Pregnant?
# Create a custom validation after the child loop that checks if the pregnancy information is correct. This callout must be outside the child loop so that it is called for all parent records, not just the ones that created a child record.
# Run the script and add the first parent and child record, for example, Mary who is pregnant.
# Add a second person, for example, Joan who is not pregnant.
# Issue: The custom callout for the second record will receive the incorrect record, for example, the data for the previous household member will be passed to the callout function. This will lead to an invalid validation using the incorrect data or could cause issues such as null pointer exceptions.

*Resolution:*
Now, IEG supports this script pattern and will pass the correct record to the callout function. However, it is recommended that the script pattern should be changed to only call custom validations when necessary. For example, in the example above the custom validation could be moved inside the child loop.

"
SPM-128611,,Error message displayed when trying to configure recommended referrals for factors,ENT,Outcome Management,,,"*Issue Description:* 
An application error message is displayed when trying to add a referral from the Recommend Referral modal.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an administrator.
# Expand the shortcuts panel in the Administration Workspace section.
# Expand the Outcome Management section and select the Factors link.
# Select a Factor.
# Navigate to the Recommendations tab.
# Select Recommend Referral from the action menu
# Click the search icon adjacent to the Referral field.
# Issue: An application error message is displayed.

*Resolution:*
Some artifacts which were previously removed as part of the Taxonomy code removal task have been reinstated to address the issue. Taxonomy-related references have been removed before reinstating these artifacts.

*Technical:*
The Javascript file /Curam/components/CPM/ServiceDelivery/ServiceSearch/ProviderManagementSelectServiceTaxonomySearch.js has been renamed to ProviderManagementSelectServiceSearch.js.

"
SPM-128589,,Update the version of the gson JAR file to the latest version,Third Party Updates,,,,"Google Gson is a Java library that can be used to convert Java Objects into their JSON representation. It can also be used to convert a JSON string to an equivalent Java object. Several areas in the Cúram product utilize this library. These include Advanced Evidence Sharing (AES) administration screens, the Timeline Calendar, and the Smart Navigator feature.

The version of the Google Gson library has now been updated from 2.8.9 to 2.10.1. The new version contains some defect fixes and minor enhancements. As a result of this upgrade, the following changes have been made to the Cúram deliverable.

* CuramSDEJ/lib/third&#95;party#95;version.properties  - the version of the gson JAR file has been updated.
* CuramSDEJ/lib/gson-2.10.1.jar  - new JAR added. 
* CuramSDEJ/lib/gson-2.8.9.jar  - old JAR removed.

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR file that is specified above.

"
SPM-128580,DT036623,Browser back button causes the UA script engine to lose track of the end page defined for a summary page link,CEF,Intelligent Evidence Gathering,,,"*Issue Description:*
When you add or edit a record from the summary page of an IEG script and use the browser back button (rather than the IEG back link) to go back, you are navigated to the next page of the script instead of back to the summary page.

*User Interface Impact:* No

*Steps to Reproduce:*

# Use an IEG script with a loop that contains two or more pages for adding a record, followed by another question page, and then a summary page that includes the record list with an Add link or Edit link. The Add and Edit links are defined with the start and end pages and the ?skip-to-summary? is set to true.
# Launch the IEG script from step 1 and complete the script to the summary page.
# Use the Add or Edit link to re-enter the loop to add a record or to edit a record.
# Complete the first page of the loop to land on the second page.
# Use the browser back button to return to the first page.
# Use the Next button to return to the second page.
# Complete the second page.
# Click Next to return to the summary.
# Issue: The script should navigate back to the summary page based on the ?skip-to-summary? attribute being set to true. However, it does not skip. Instead, the script continues to the next page which is defined in the script. This occurs only when you use the back button in the loop.

*Resolution:*
After the script completes the add record or edit record page loop, the script now correctly navigates to the summary page.

"
SPM-128572,,Update the version of the lucene JAR files to the latest 8.x version,Third Party Updates,,,,"Lucene is a Java library providing indexing and search features, as well as spellchecking, hit highlighting and advanced analysis/tokenization capabilities. It is used in Cúram in the contact log search feature.

The versions of the Lucene JARs have now been updated from 8.11.1 to 8.11.2. The location of where the JAR files are delivered from in Cúram has also changed from ?EJBServercomponentscorelib? to ?CuramSDEJ/lib?. As a result of this update, the following changes have been made in the Cúram deliverable.

* CuramSDEJlibthird&#95;party&#95;version.properties - the versions of the specified Lucene JARs have been added.

* CuramSDEJliblucene-analyzers-common-8.11.2.jar - JAR file added.
* CuramSDEJliblucene-core-8.11.2.jar - JAR file added.
* CuramSDEJliblucene-highlighter-8.11.2.jar - JAR file added.
* CuramSDEJliblucene-memory-8.11.2.jar - JAR file added.
* CuramSDEJliblucene-queries-8.11.2.jar - JAR file added.
* CuramSDEJliblucene-queryparser-8.11.2.jar - JAR file added.
* EJBServercomponentscoreliblucene-analyzers-common-8.11.1.jar - JAR file removed.
* EJBServercomponentscoreliblucene-core-8.11.1.jar - JAR file removed.
* EJBServercomponentscoreliblucene-highlighter-8.11.1.jar - JAR file removed.
* EJBServercomponentscorelibliblucene-memory-8.11.1.jar - JAR file removed.
* EJBServercomponentscoreliblucene-queries-8.11.1.jar - JAR file removed.
* EJBServercomponentscoreliblucene-queryparser-8.11.1.jar - JAR file removed.

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR files that are specified above.

"
