TICKET,APAR,SUMMARY,COMPONENT,SUBCOMPONENT1,SUBCOMPONENT2,SUBCOMPONENT3,RELEASE_NOTE
SPM-131738,,Person and prospect person navigator loader logic does not consider the 'curam.pec.demographicsenabled' system property,CEF,Application Development Environment,Evidence Management,,"*Issue Description:*
In Cúram 8.1.1.0, the system property ?curam.pec.demographicsenabled? was introduced as part of the Person Evidence Management project but changing its value does not affect the system as no server-side logic was updated to consider it.

*User Interface Impact:* No

*Prerequisites:*

# Log in as a system administrator.
# Navigate to Property Administration under the Application Data section in the shortcuts panel.
# Search for the property ?curam.pec.enabled? and change its value to ?YES?.
# Now search for the property ?curam.pec.demographicsenabled? and change its value to ?YES'.
# Publish the changes.

*Steps to Reproduce:* 

# Log in as a caseworker.
# Register a new Person.
# Issue: There is no Demographics tab available on the person home page. The same is true when a prospect person is registered.

*Resolution:*
The person and prospect person nav loader logic has been updated to display a Demographics tab on the person and prospect person home pages, respectively, when the system property ?curam.pec.demographicsenabled? is set to true.

"
SPM-131616,DT036847,Incorrect validation error is being thrown preventing adding delivery pattern on a product delivery case,ENT,Financial Management,Financials,,"*Issue Description:*
When modifying a delivery pattern on a product delivery, which has an underlying rule set with no daily tags, a validation is thrown preventing the update. The validation states that the date chosen is not a valid reoccurrence date even though it is.

*User Interface Impact:* No

*Prerequisites:*

# To reproduce the issue, the product should have the following two delivery patterns associated with it:
## Every Two Months By Check In Advance On Day 1
## Every Three Months By Check In Advance On Day 1
# The eligibility and entitlement rule set associated with the product should have no daily tags. It should only have monthly and weekly tags.

*Steps to Reproduce:* 

# Log in as a caseworker.
# Register a new Person.
# Create an integrated case for the person.
# Add the necessary evidence to make the product delivery eligible.
# Activate the evidence.
# Create an associated product delivery on the integrated case for the person, ?Every Two Months By Check On Day 1?.
# Add certification to cover several months starting from the current month. For example, from 1st January 2024 to 31st December 2024.
# Submit, approve and activate the product delivery.
# Generate payments.
## A payment covering the months of January and February should be generated.
# Now modify the delivery pattern on the product delivery to 'Every Three Months By Check On Day 1? starting on 1st March 2024.
# Issue: The system throws a validation error saying that it is not a valid product reoccurrence date, even though the date selected is the first day of March.

*Resolution:*
This issue has been resolved. It was found that the logic associated with modifying a delivery pattern on a product delivery was flawed when there were no daily tags in the underlying eligibility and entitlement rule set.

 "
SPM-131540,DT036846,Cúram Session Timeout warning is not appearing at the expected time when a modal is open,CEF,Application Development Environment,,,"*Issue Description:*
The Cúram Session Timeout warning is not appearing at the expected time when a modal is open.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Open the Register Person modal.
# Issue: The Cúram Session Timeout warning may appear before the default time of 28 minutes.

*Resolution:*
Additional functionality has been added to the Cúram Session Timeout feature to ensure the timing of this warning is correct, even when a modal is already displayed. 

"
SPM-131309,,"Unhandled server exception on person participant details after 'Add a Member' guided change used to add multiple primary employments ",SOL,Income Support CGISS,,,"*Issue Description:*
Unhandled server exception on the participant details page due to multiple primary employments.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an eligibility worker.
# Register a person (Person 1) and submit an Income Support application.
# Register an additional person (Person 2) without employment details.
# On the application, select Guided Change from the tab menu and then select ?Add a Member?.
# Search for Person 2, add the required details, and on the Employment Details step of the wizard select Paid Employment.
# Search for an employer and add the necessary details, ensuring to set primary employment to ?true?. Click Add Employment.
# Search for an additional employer and add the necessary details, ensuring to set primary employment to ?true?. Click Add Employment.
# Complete the wizard.
# Issue: Navigate to the Participant Details tab on Person 2?s home page and an unhandled server exception will be displayed.

*Resolution:*
Only the latest primary employment is set as the primary when multiple employments with the primary employment indicator are added as part of the ?Add a Member? guided change business process. 

"
SPM-131299,DT036275,A Database-to-JMS servlet classcast exception maybe thrown when the servlet is called from a browser,CEF,Technical Services,,,"*Issue Description:*
A java.lang.ClassCastException may be thrown if the Database to JMS servlet is called using a browser URL.

*User Interface Impact:* No

*Steps to Reproduce:*

# On a WebSphere Liberty deployment, append the following string to the browser URL and hit enter `servlet-unauth/DBtoJMS?userid=dbtojms&password=RN0LwSQzObS7l8zWbHWKrg==`
# Log in to the Cúram application.
# Issue: A java.lang.ClassCastException is thrown.

*Resolution:*
A java.lang.ClassCastException is no longer thrown if the Database to JMS servlet is called using a browser URL.

"
SPM-130893,,"When a modal is opened from within a sublist within a nested list and saved or dismissed, an incorrect view of the source page is rendered",CEF,Application Development Environment,,,"*Issue Description:*
When a modal is opened from within a sub-list within a nested list and the modal is saved or dismissed, the source page is refreshed with an incorrect view rendered, only the sub-list data is displayed. 

*User Interface Impact:* No

*Steps to Reproduce:*

*Scenario 1:*

# Log in as a system administrator.
# Expand the Application Data section in the shortcuts panel and select Code Tables.
# Search for Gender.
# Expand the Gender list. 
# Select Edit on the ?Female? sublist item, enter in a sort order of 1 and click Save.
# Issue: The screen is being refreshed and the screen is rendering with only the gender sublist data visible on the Code Tables tab. 

*Scenario 2 (Generic):*

# Log in as a supervisor.
# Register a new person and create an integrated case.
# Navigate to the evidence tab and create an evidence type for the person. 
# Navigate to the In Edit evidence list page. 
# Expand the evidence record to view the sub-list details. 
# Select Continue Editing. 
# The Edit evidence modal is displayed, enter a comment and click Save. 
# Issue: The evidence tab is being refreshed, the tab is rendering with only the evidence Change History visible. 

*Resolution:*
The page is refreshing and rendering correctly, the focus is on the sub-list within the nested list and the user can see the updated values.   

"
SPM-130787,,Updates to supported browser versions,Third Party Updates,,,,"The following browser versions are now updated and certified for this release.

Caseworker Application Browser Support

* Google Chrome is updated to 123
* Microsoft Edge is updated to 123

Universal Access Application Browser Support

* Google Chrome is updated to 123
* Microsoft Edge is updated to 123
* Mozilla Firefox is updated to 124

"
SPM-130786,,Update browser plug-in Java? Runtime Environment (JRE) level used in Microsoft Word Integration,Third Party Updates,,,,"The Oracle JRE level for Microsoft Word Integration supported for this release is:

* JRE 1.8 u401

"
SPM-130783,,Update the certified version of Apple VoiceOver and Chrome for Tablet Accessibility,Third Party Updates,,,,"The certified version of Apple VoiceOver is now updated to iOS 17.4.1. This is certified against Chrome 123. 

"
SPM-130711,DT036819,Allow customization of the KeyServer used to generate the IEG scriptexecutionID,CEF,Intelligent Evidence Gathering,,,"*Issue Description:*
Previously, the ID generation strategy for IEG was not customizable because it was hardwired to use the ?DEFAULT' KeyServer. That meant that the ID generation strategy, for example, human-readable vs non-human readable, could not be customized without impacting other ID generation processes that also depended on the ?DEFAULT? KeyServer.

*User Interface Impact:* No

*Steps to Reproduce:*

# Check the value of the ?DEFAULT' KeyServer in your environment. By default, it should be set to non-human readable. If not, set it to non-human readable.
# Using the Citizen Engagement portal, run an IEG script in the browser and observe the URL as you progress through the script. It will contain a parameter that represents the executionID, for example, ?/apply/8536080512471531520?.
# Change the value of the ?DEFAULT? KeyServer to human-readable.
# Repeat step 2. This time observe that the generated ID is a human-readable value, such as 10234. 
# Issue: The IEG ID generation process is dependent on the ?DEFAULT? KeyServer. The ID generation process cannot be customized without impacting other business functions that rely on the ?DEFAULT? KeyServer.

*Resolution:*
IEG can now be configured to use a custom KeyServer to allow more control over the key generation strategy. The custom KeyServer can be introduced by creating a new system property with the property ID ?curam.ieg.script.executionid.keyset? and the value set to the ?KeySetCode? of the custom KeyServer.

"
SPM-130612,DT036838,"Microsoft Word fails to launch, if Microsoft Word has been previously closed in the same browsing session",CEF,Application Development Environment,Client Development Environment,,"*Issue Description:*
When a caseworker is editing a Microsoft Word document for a second successive time, it fails to launch and JavaScript errors can be seen within the browser developer tools console.

*User Interface Impact:* No

*Prerequisites:*

# Log in as a system administrator.
# Navigate to Microsoft Word Templates under the Communications section in the shortcuts panel.
# Click the Edit row-level action for SDT. 
# Update the values in the Category section drop-downs to All Communication - All Communications and save. 

*Steps to Reproduce:*

# Log in as a supervisor.
# Register a person and create an integrated case.
# Navigate to the Contact tab and select the Communications section.
# From the content level action menu select New Microsoft Word.
# On the New Microsoft Word Communication modal, set the Case Participant drop-down value to be the registered person and select Next. 
# Enter a Subject for the communication, select an Address from the Select Address drop-down and click save.
# Microsoft Word will successfully open.
# From the Communications section, click the Edit row-level action for the newly created Communications Microsoft Word document.
# Issue: Microsoft Word does not launch and JavaScript errors can be seen within the browser developer tools console.

*Resolution:*
A caseworker can edit a Microsoft Word document as many times as they like within a session in the Cúram application. 

"
SPM-130533,DT036830,"When an external party?s registration and end dates are updated, the same values are being set on the external party?s primary address",CEF,Application Development Environment,Participant Management,,"*Issue Description:*
When an external party?s registration and end dates are updated, its primary address start and end dates are updated in line with the registration and end dates provided.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Expand the Registration section under Cases and Outcomes in the shortcuts panel.
# Register an External Party.
# The external party?s address is created with a start date (From) equal to the registration date.
# Edit the external party by changing the registration date and end date and click Save.
# Issue: The primary address start (From) and end (To) dates will be updated to the registration date and end date of external party, respectively, as provided during modification.

*Resolution:*
This issue is now fixed and modifying an external party?s registration date or end date will not modify the start and end dates on the associated address.

"
SPM-130512,,Update the version of the Apache derby JAR file to a later version,Third Party Updates,,,,"The Apache Derby API released under the Apache License is a pure Java relational database engine using standard SQL and JDBC as its APIs. It is used in the Cúram product as part of the client application build infrastructure. 

The version of the derby library has now been updated from 10.14.2.0 to 10.14.2.0-1. The new version contains some minor defect fixes. As a result of this upgrade, the following changes have been made to the Cúram deliverable.

* CuramSDEJ/lib/third&#95;party&#95;version.properties - the version of the derby JAR file has been updated.
* CuramCDEJ/lib/ext/jar/derby-10.14.2.0-1.jar  - new JAR added. 
* CuramCDEJ/lib/ext/jar/derby-10.14.2.0.jar  - old JAR removed. 

We recommend that you update any references in custom scripts and other artefacts to point to the new version of the JAR file that is specified above.

"
SPM-130436,,Update the javassist JAR file to the latest version,Third Party Updates,,,,"The Javassist (Java Programming Assistant) library enables Java bytecode manipulation. It is a class library for editing bytecodes in Java. The JAR is used in the REST infrastructure as part of the Jersey Web Service Framework.

The version of the Javassist JAR file delivered in the Rest Toolkit has been updated from 3.29.2-GA to 3.30.2-GA. The new version contains some minor bug fixes and enhancements.

As a result of this upgrade, the following changes have been made in the JDE and Rest Toolkit deliverable.

* CuramSDEJ/lib/third&#95;party&#95;version.properties - the version of the javassist JAR file has been updated.
* EJBServercomponentsRestrestlibdependencyLibsCorejavassist-3.30.2-GA.jar - new JAR added.
* EJBServercomponentsRestrestlibdependencyLibsCorejavassist-3.29.2-GA.jar - old JAR removed.

We recommend that you update any references in custom scripts and other artefacts to point to the new version of the JAR file that is specified above.

"
SPM-130427,,Update the icu4j JAR file to the latest version,Third Party Updates,,,,"International Component for Unicode for Java (ICU4J) is a Java library providing Unicode and Globalization support. The version of ICU4J used in the Cúram product has been upgraded from version 73.1 to 74.2. The new version contains some defect fixes and minor enhancements.

As a result of this upgrade, the following changes have been made in the Java Development Environment (JDE) deliverable.

* CuramSDEJlibthird&#95;party&#95;version.properties - the version of the ICU4J JAR has been updated.
* CuramSDEJlibicu4j-74.2.jar - new JAR added.
* CuramSDEJlibicu4j-73.1.jar - old JAR removed.
* CuramCDEJlibextjaricu4j-74.2.jar - new JAR added.
* CuramCDEJlibextjaricu4j-73.1.jar - old JAR removed.

We recommend that you update any references in custom scripts and other artefacts to point to the new version of the JAR files that are specified above.

"
SPM-130421,,Evidence added as part of an intake is not brokered to the target case with both resilience and pre-authorization turned on,ENT,Application Development Environment,Evidence Sharing,,"*Issue Description:*
When resilience is turned on for intake applications and evidence is configured for pre-authorization sharing on an application case, if the evidence is added as part of the intake process, the evidence is not brokered to the target case when the application case is created.

*User Interface Impact:* No

*Prerequisites:*

# Log in as a system administrator.
# Navigate to Property Administration under the Application Data section in the shortcuts panel.
# Search for the property ?curam.application.preauthorization.sharing.enabled? and update its value to ?true?. 
# Search for the property ?curam.intake.use.resilience? and update its value to ?YES?. 
# Publish the changes.
# Log in as an administrator.
# Navigate to Application Cases under the Universal Access section in the shortcuts panel.
# Open an application case configuration, select the Evidence tab and enable pre-authorization sharing for any evidence.
# Navigate to Evidence Sharing under the Rules and Evidence section in the shortcuts panel.
# Make sure there is a sharing configuration from the Application Case to Person with Trusted Source set to YES for the evidence.

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Submit an application containing the evidence that was configured for pre-authorization sharing.
# Issue: As soon as the application case is created, the evidence configured for pre-authorization sharing should be brokered to the person since we have pre-authorization sharing enabled for that evidence. However, the evidence is not being shared.

*Resolution:*
During the intake process with resilience on, evidence sharing does not occur on application cases until authorization is enacted. This was due to the delivery plan logic inside the evidence broker not being pre-authorization aware. This logic has been updated to examine each piece of evidence and its underlying configuration and share the evidence before authorization if the evidence is configured for pre-authorization sharing.

"
SPM-130414,,Update the bcel library to the latest version,Third Party Updates,,,,"The Byte Code Engineering Library (Apache Commons BCEL) is intended to give users a convenient way to analyze, create, and manipulate (binary) Java class files (those ending with .class). Classes are represented by objects which contain all the symbolic information of the given class: methods, fields and byte code instructions, in particular. 

The version of the BCEL JAR that is used by SPM has now been updated from 6.7.0 to 6.8.2. This new JAR file contains some minor bug fixes and enhancements.

As a result of this upgrade, the following changes have been made in the Java Development Environment deliverable.

* CuramSDEJ/lib/third&#95;party&#95;version.properties - the version of the specified BCEL JAR file has been updated.
* CuramSDEJlibbcel-6.8.2.jar - the version of the JAR has been updated.

We recommend that you update any references in custom scripts and other artefacts to point to the new version of the JAR file that is specified above.

"
SPM-130341,DT036815,"When a product delivery case is closed, the status label 'Delayed Processing Pending' overlaps the 'Items to verify' field making it hard to read",SOL,Income Support,,,"*Issue Description:*
When a product delivery case is closed, the status label in the context panel changes to ?Delayed Processing Pending?. This label overlaps with the ?Items to verify? field on the context panel and is not fully readable.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an Insurance Affordability caseworker.
# Register a new person.
# From the person home page, select New Application Form and create an application with one member who has no income.
# Submit the application.
# Click the Care and Protection tab and select the Applications section.
# Select the Insurance Affordability application link and navigate to the Evidence tab.
# Navigate to the Verifications section and add verifications for the evidence.
# Authorize the application.
# Click the Related Cases tab and open the Streamlined Medicaid case.
# Issue: The status label ?Delayed Processing Pending? overlaps the ?Items to verify? field on the context panel.

*Resolution:*
This issue is now resolved and the status label on the context panel no longer overlaps the ?Items to verify? field.

"
SPM-130336,,Inline page actions displayed when printing,Look and Feel,,,,"*Issue Description:*
Inline page actions are displayed when printing.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Navigate to the Person home tab, click the Print button and Cancel the first print dialog that appears.
# Issue: Page actions, for example, Add Picture_,_ are displayed in the print view.

*Resolution:*
Inline page actions are no longer displayed when printing.

"
SPM-130318,,Dynamic UIM does not support setting an action control as a default submit button,ENT,Application Development Environment,Client Development Environment,,"*Issue Description:*
When trying to set a default action control on a dynamic UIM screen, an error is thrown in the logs saying an unknown attribute has been added to the action control and the modal content is not displayed.

*User Interface Impact:* No

*Steps to Reproduce:*

# Configure a dynamic UIM modal screen that contains two submit action controls.
# Designate one of the action controls as the default submit button.
# Run the necessary builds and deploy the application.
# Navigate to the modal page that was configured.
# Issue: The modal content is not displayed and an error is thrown in the logs saying an unknown attribute has been added to the action control.

*Resolution:*
When a default action control is specified for a dynamic UIM screen, an error no longer appears in the logs and the modal content is displayed.

"
SPM-130311,DT036803,A performance issue is present with lists that contain action controls and menus,CEF,Application Development Environment,,,"*Issue Description:*
When a list has to be rendered with a large number of records containing action controls and menus the resultant page is slow to appear.

*User Interface Impact:* No

*Prerequisites:*
A person with a considerable number of Notes needs to exist on the system, around 4000 or so.

*Steps to Reproduce:*

# Log in as a caseworker.
# Search for the person with the large number of Notes.
# Click the Client Contact tab.
# Issue: The page is slow to load.

*Resolution:*
The page and list performance has been improved.

*Technical:*
The rendering of the layout of menu items within a list action menu has been redesigned so that pages or modals containing such lists, load with a better response time.

"
SPM-130271,,Update the xmlsec library to a later version,Third Party Updates,,,,"The Apache XML Security for Java (xmlsec) library includes a mature Digital Signature and Encryption implementation. It is used in the Cúram product as part of the Axis 2 secure web services solution. 

The version of the xmlsec library used by Cúram has been updated from 2.2.3 to 2.2.6. This new JAR file contains some minor bug fixes and enhancements.

As a result of this upgrade, the following changes have been made in the Java Development Environment deliverable.

* CuramSDEJ/lib/third&#95;party&#95;version.properties - the version of the specified xmlsec library has been updated.
* CuramSDEJlibxmlsec-2.2.6.jar - the version of the JAR has been updated. 

We recommend that you update any references in custom scripts and other artefacts to point to the new version of the JAR file that is specified above.

"
SPM-130270,DT036798,"When a JavaScript function is linked to an action control on a modal, the modal remains greyed out after the function has been executed",CEF,,,,"*Issue Description:*
When a JavaScript function is linked to an action control on a modal, the modal content appears frozen after the function has been executed.

*User Interface Impact:* No

*Prerequisites:*
Configure a custom UIM which opens in a modal and contains an action control which executes a JavaScript function when clicked. To create the action control, configure an <ACTION&#95;CONTROL> element with a child <SCRIPT> element. Add an EVENT=?ONCLICK? attribute to the <SCRIPT> element and configure a SCRIPT&#95;FILE attribute to contain the name of a custom JavaScript file and an ACTION attribute to contain the name of the JavaScript function to be executed.

*Steps to Reproduce:*

# Log in as a caseworker.
# Navigate to the custom UIM.
# Click the action control with the custom JavaScript configured.
# Issue: When the JavaScript function has been executed, the modal freezes and cannot be interacted with.

*Resolution:*
When a JavaScript function is linked to an action control on a modal, the modal content is interactive after the function has been executed.

"
