TICKET,APAR,SUMMARY,COMPONENT,SUBCOMPONENT1,SUBCOMPONENT2,SUBCOMPONENT3,RELEASE_NOTE
\n# Issue: When the New Email Address modal dialog opens, the date picker for the Received Date field opens and blocks some content on the modal dialog.
\n
\n**Resolution:**
\nWhen a user opens a modal dialog that has the date picker form control as the first field, the date picker stays closed until the user goes to the field and selects a date.
\n
\n"

2080679,PO09810,Passive modal dialogs can display buttons when opened from a modal dialog,Look and Feel,,,,"**Issue Description:**
\nIf a passive modal dialog (a modal dialog with no action controls), is opened from another modal dialog in the application, it incorrectly shows buttons from the previous modal dialog. Users can get confused and think that the buttons can be used in the new context.
\n
\n**User Interface Impact:** No
\n
\n**Steps to Reproduce:** N/A
\n
\n**Resolution:**
\nThe buttons are now hidden as expected in passive modal dialogs that open from a modal dialog in the application.
\n"

2080678,PO09827,Incorrectly entered dates are converted to random dates in the application,CEF,Application Development Environment,Client Development Environment,Widgets,"**Issue Description:**
\nWhen a user manually enters an incorrect date value into a date field on a form in the application, a seemingly random date is displayed.
\n
\n**User Interface Impact:** No
\n
\n**Steps to Reproduce:**
\n# Log in as a caseworker.
\n# Navigate to Person under Registration in the shortcuts panel.
\n# Manually enter an incorrect date into the Date of Birth field on the first step of the Register Person wizard.
\n# Click the Search button.
\n# Issue: An incorrect random date is generated and displayed in the field when the search is being done in the system.
\n
\n**Resolution:**
\nWhen a user manually enters an incorrect date into a form within the application, an error message now notifies them that an incorrect date was entered. Users can enter a new date by clearing the incorrect date and manually entering the correct date.
\n"

2080677,PO09817,A button is displayed as a link where an ACTION_CONTROL has a nested CONDITION element,CEF,Application Development Environment,Client Development Environment,Widgets,"**Issue Description:**
\nA button in the application is incorrectly displayed as a link if the corresponding ACTION_CONTROL element has a nested CONDITION element.
\n
\nFor example, when a conditional Cancel button on a modal dialog is configured in UIM/VIM with a nested CONDITION element on an ACTION_CONTROL element that does not have TYPE=""""SUBMIT"""", it is not displayed correctly to the user.
\n
\n**User Interface Impact:** No
\n
\n**Prerequisite(s):**
\n# RegisterPerson_duplicateCheckForPDCWizard.uim is customized to have a Cancel button ACTION_CONTROL element that is a nested CONDITION element.
\n
\n**Steps to Reproduce:**
\n# Log in as a caseworker.
\n# Navigate to and open the person registration wizard.
\n# Issue: The Cancel action button is displayed as a link.
\n
\n**Resolution:**
\nThe button is correctly displayed on the customized page.
\n
\n**Technical:**
\nThe infrastructure that generates JavaServer Pages from UIM has been updated. A button on a modal dialog is now correctly rendered when the associated ACTION_CONTROL element has a nested CONDITION child element.
\n"

2080673,PO09836,The progress spinner is not displayed when fetching search results,CEF,Application Development Environment,Client Development Environment,Widgets,"**Issue Description:**
\nWhen you click a Search button on a modal or wizard to search for data in the system, the progress spinner is not displayed to indicate that the search is in progress.
\n
\n**User Interface Impact:** No
\n
\n**Steps to Reproduce:**
\n # Log in as a caseworker.
\n # Navigate to Person under Searches in the shortcuts panel.
\n # Enter some search criteria into the fields provided in the form.
\n # Click the Search button.
\n # Issue: A progress spinner does not display as expected while the system fetches the data to populate the search results.
\n
\n**Resolution:**
\nWhen a Search button on a modal or wizard is clicked to search for data in the system, the progress spinner is displayed to indicate that the search is in progress.
\n"

2080670,PO09838,Custom search page with multiple searches display all of the search result counts on the first search list,CEF,Application Development Environment,Client Development Environment,,"**Issue Description:**
\nCustom search pages with multiple searches display all of the search result counts on the first results list instead of displaying separate counts for each result list on the page. The search result count needs to be displayed on each results list to give the user context. 
\n
\n**User Interface Impact:** No
\n
\n**Prerequisite(s):**
\n# Set LIST_ROW_COUNT to true in the curam-config.xml configuration file.
\n# Customize Person_search1.uim and Person_search1.properties to have more than one LIST element.
\n# Rebuild and deploy the application.
\n
\n**Steps to Reproduce:**
\n# Log in as a caseworker.
\n# Navigate to Person under Searches in the shortcuts panel.
\n# Search for an existing person (using search criteria such as Last Name).
\n# Issue: The first set of search results shows '(Number of Items: X)' twice, where X is the number of items in the list.
\n
\n**Resolution:**
\nThe search result count is displayed separately on each list which helps provide appropriate context to the user.
\n
\n**Technical:**
\nWhen LIST_ROW_COUNT is configured in the application and when multiple lists are present on a page, the page correctly displays the search result count on each list separately.
\n"

2080669,DT036250,Some labels are not displayed on the person home page,CEF,Application Development Environment,Client Development Environment,Widgets,"**Issue Description:**
\nWhen a user navigates to the person home page, the 'Date of Birth Verified' and 'Date of Death Verified' labels are not displayed. The user has no context for the Yes or No information displayed on the page.
\n
\n**User Interface Impact: ** No
\n
\n**Steps to Reproduce:**
\n# Log in as a claim worker.
\n# Register a new Person.
\n# Issue: On the person home page, the 'Date of Birth Verified' and 'Date of Death Verified' labels are not displayed.
\n
\n**Resolution:**
\nAll the field labels are now displayed correctly on the person home page.
\n
\n**Technical:**
\nThe infrastructure that generates Java Server Pages from UIM/VIM has been updated. A label that is associated with a form control on an application page or modal is now correctly rendered when a FIELD element has a nested LABEL child element in UIM. 
\n"

2080666,,Save and Cancel buttons disappear from the New Petition modal,SOL,Child Welfare,,,"**Issue Description:**
\nWhen a Child Welfare caseworker creates a new legal action but incorrectly populates the Participant and Respondent fields as the same person, the Save and Cancel buttons disappear from the New Petition modal.
\n
\n**User Interface Impact:** No
\n
\n**Prerequisite(s):**
\n# Legal Actions are configured.
\n
\n**Steps to Reproduce:**
\n# Log in as a Child Welfare caseworker.
\n# Register a person and create an Ongoing Case.
\n# Open the ongoing case and navigate to the Legal tab.
\n# Select Legal actions and then click New.
\n# The New Legal Action modal is displayed.
\n# Select 'Petition'  for the Legal Category and 'Petition to Transfer' for the Legal Action and click the Next button.
\n# Complete the mandatory fields and select the same person as participant and respondent and click on save. For example, select James Smith for both the Participant and Respondent fields.
\n# Issue: The buttons on the modal will disappear from view and the only resolution is to start the task of creating a New Legal Action again. 
\n
\n**Resolution:**
\nThe Save and Cancel buttons do not disappear from the New Petition modal when a new legal action is being created.
\n"

2080665,DT036247,Spinner disappears after 15 seconds even if the associated activity has not completed,CEF,Application Development Environment,Client Development Environment,Widgets,"**Issue Description:**
\nThe process spinner disappears after 15 seconds even if the associated activity has not been completed, indicating to the user that the process had finished when it is still running.
\n
\n**User Interface Impact:** No
\n
\n**Prerequisite(s):**
\n# Identify a process (for example a particular person search) that requires more than 15 seconds for the server to complete.
\n
\n**Steps to Reproduce:**
\n# Log in as a caseworker.
\n# Navigate to Cases and Outcomes, expand the shortcuts panel, and select Person under Searches.
\n# Enter the search criteria that will start the process identified in the Prerequisite(s), for example, Last Name 'Smith'.
\n# Issue: The progress spinner disappears after 15 seconds giving no indication to the user that the process is still running.
\n
\n**Resolution:**
\nThe progress spinner no longer terminates after 15 seconds.
\n
\n**Technical:**
\nThe maximum spinner timeout period can be increased by setting the 'curam.progress.widget.timeout.max' property to an appropriate value in the ApplicationConfiguration.properties file. The default spinner maximum timeout period is 90000 (90 seconds).
\n"

2080663,DT036263,Time widget clears manually entered time values on pressing Tab,CEF,Application Development Environment,Client Development Environment,Widgets,"**Issue Description:**
\nWhen a user manually enters a time into the time widget in the new Activity Modal and presses Tab, the value entered is cleared and placeholder text is displayed.
\n
\n**User Interface Impact:** No
\n
\n**Steps to Reproduce:**
\n# Log in as a caseworker.
\n# Navigate to the Calendar.
\n# Select New activity from the page-level action menu.
\n# In the New Activity modal,  navigate to the time widget by pressing the Tab keyboard navigation key.
\n# Manually enter a value from the time drop-down list (for example,  00:00, 00:30, 01:00, 01.30 ...) 
\n# Press the Tab key to move to the next input field.
\n# Issue: The entered time value is erased and the placeholder HH:mm is displayed.
\n
\n**Resolution:**
\nThe time is now set correctly when a user enters a value manually and presses the Tab keyboard navigation key.
\n"

2080662,DT036254,Claim Representatives page not loading due to JSP Scriptlet page tag,CEF,Application Development Environment,Client Development Environment,,"**Issue Description:**
\nThe Create Claim Representatives page does not finish loading correctly, preventing user input.
\n
\n**User Interface Impact:** No
\n
\n**Steps to Reproduce:**
\n# Log in as a claim worker.
\n# Navigate to Cases and select New Case.
\n# Search for and select a registered person (for example, John Smith).
\n# Enter the values to create the claim.
\n# On the claim home page select Case Summary and then Case Representatives and click New.
\n# Select Case Participant (John Smith) and click Next.
\n# Issue: The page does not finish loading correctly preventing user input.
\n
\n**Resolution:**
\nThe Create Claim Representatives page now loads correctly.
\n
\n**Technical:**
\nIn the Workers Compensation component, WCO_createClaimRepresentatives.uim uses a JSP_SCRIPTLET tag, which has been updated to correctly render on pages where it is configured in UIM. The page now loads correctly.
\n
\n"

2079354,DT036281,Opening a modal to add static evidence throws an Application Error with a ClassCastException in the logs if the property 'curam.trace.methods' is set to true,CEF,Common Intake,,,"**Issue Description:**
\nAdding static evidence results in the message 'An Application Error Has Occurred' being presented to the user as well as a ClassCastException in the server logs if the property 'curam.trace.methods' is set to true.
\n
\n**User Interface Impact:** No
\n
\n**Prerequisite(s):**
\n# Log in as a system administrator.
\n# Navigate to Property Administration under Application Data in the shortcuts panel.
\n# Search for the property 'curam.trace.methods'.
\n# Use the row-level action to edit the value and set it to true. Click Save.
\n# Publish the changes.
\n
\n**Steps to Reproduce:**
\n# Log in as an Income Support caseworker.
\n# Register a person and complete a new Income Support Application.
\n# Open the Income Support Application case and navigate to the Evidence dashboard.
\n# Add static evidence, such as Work Registration. 
\n# Issue: When clicking to add Work Registration evidence, the following error is presented to the user 'An Application Error Has Occurred' together with a ClassCastException in the server logs.
\n
\n**Resolution:**
\nThis issue has been resolved and a ClassCastException is no longer thrown in the server logs when opening a modal to add static evidence. 
\n"

2079353,,Authorizing an Income Support Application throws an Application Error with a ClassCastException in the logs if the property 'curam.trace.methods' is set to true,SOL,Income Support CGISS,,,"**Issue Description:**
\nAuthorizing an Income Support Application results in the message 'An Application Error Has Occurred' being presented to the user as well as a ClassCastException in the server logs if the property 'curam.trace.methods' is set to true.
\n
\n**User Interface Impact:** No
\n
\n**Steps to Reproduce:**
\n# Log in as an Income Support caseworker.
\n# Register a new Person.
\n# Create an Income Support application for Food Assistance for this person.
\n# Submit the application.
\n# Add Work Registration and Head of Household evidence for Food Assistance. 
\n# Apply evidence changes.
\n# Log out.
\n# Log in as a system administrator.
\n# Select Property Administration under Application Data in the shortcuts panel.
\n# Search for the 'curam.trace.methods' application property.
\n# Set the value to 'true'. Click Save.
\n# Publish the changes.
\n# Log out.
\n# Log in as an Income Support caseworker.
\n# Search for the application created in the steps above.
\n# Set the application to Ready for Determination.
\n# Check eligibility and authorize the application.
\n# Issue: An Application Error Has Occurred is presented to the user and a ClassCastException can be found in the server logs.
\n
\n**Resolution:**
\nThis issue has been resolved and the exception is no longer thrown in the server logs when authorizing an Income Support Application with method tracing enabled.
\n"

2079345,PO09459,Evidence broker incorrectly shares evidence to cases when a case member is end-dated,CEF,,,,"**Issue Description:**
\nThe evidence broker incorrectly shares evidence to cases when a case member is end-dated but also has another active case participant role on the case such as Verification Provider.
\n
\n**User Interface Impact:** No
\n
\n**Prerequisite(s):**
\n# Configure evidence sharing from an integrated case to the same integrated case.
\n# Select an evidence type that has verifications configured for that type.
\n# For the evidence select Share Verifications = Never, Trusted Source = No. 
\n# Also configure another evidence type as listed in step 3. This evidence does not need to have verifications configured. 
\n
\n**Steps to Reproduce (Generic):**
\n# Log in as a caseworker.
\n# Register Person One and Person Two.
\n# Using the integrated case type configured in Prerequisite(s), create a new integrated case for Person One who should be added as a case participant. Add Person Two to the integrated case so that Person Two is also a case participant. 
\n# On the integrated case, navigate to the Evidence tab and create new evidence for the first evidence configured in the Prerequisite(s) (the evidence has verifications configured). The evidence can be added for either person. 
\n# Verify the evidence by selecting the second person as the case participant who is verifying the evidence. 
\n# Based on the appropriate evidence for your integrated case type, end date Person Two so that they are no longer active on the case.
\n# Apply evidence changes. 
\n# Create a new integrated case of the same type for Person Two. 
\n# Navigate to the Evidence tab and create new evidence based on the second evidence configured in Prerequisite(s) (evidence with no verifications configured for it). 
\n# Apply evidence changes. 
\n# Navigate back to the first integrated case. Navigate to the Evidence tab then to Incoming Evidence.
\n# Issue: Observe that incoming evidence is shared from the second case to the first case. The second participant is no longer a member of the first case so there should not be incoming evidence.
\n
\n**Resolution:**
\nEvidence is no longer shared to a case participant on a case if the case participant is not an active case member of the case. The issue was resolved by updating the code to check whether the case participant has an active and un-end-dated case participant role of either the Primary Client or Case Member on the target case when brokering evidence.
\n
\n"

2079344,PO09678,Modal windows do not launch after a JavaScript error occurs in the console,CEF,,,,"**Issue Description:**
\nSometimes a JavaScript error occurs in the console, which results in modal windows not opening. This error is a result of user actions, including deleting existing evidence. After this error occurs, the user must perform the extra step of refreshing the browser to open modal windows.
\n
\n**User Interface Impact:** No
\n
\n**Steps to Reproduce:**
\n
\n**Scenario 1 (Generic):**
\n# Log in as a caseworker and register a new person.
\n# Create a new integrated case on the Care & Protection tab and then close the tab.
\n# Delete the address evidence on the person page and select the No option.
\n# Attempt to add new evidence by selecting the New page action.
\n# Issue: The New evidence modal does not open. 
\n
\n**Scenario 2:**
\n# Log in as an Insurance Affordability caseworker. 
\n# Register a new person. 
\n# Select New Application from the tab action menu on the person home page.
\n# Enter only the mandatory information.
\n# For Household income, choose Yes and enter Income of 5000 yearly for Wages and Salaries.
\n# Submit the application.
\n# Open the application and authorize it from the action menu.
\n# Return to the person tab and refresh.
\n# Open the Insurance Affordability integrated case.
\n# Click the Evidence tab and then select Verifications.
\n# Add proof for the Income Type.
\n# Open the All tab under Verifications and the verified income records are displayed.
\n# Close all other tabs except the integrated case that is open.
\n# Click the person's name in the context panel under their image.
\n# Close the person tab that just opened.
\n# Now back on the Verifications (All) tab, expand the Income Type record that was verified.
\n# Scroll down and under Verification Items Received, select the action menu and select Yes.
\n# Close the modal.
\n# Click the action menu and select Apply Changes on the In Edit Evidence page.
\n# Issue: The window does not open.
\n
\n**Resolution:**
\nThe JavaScript focus error that was causing the problem has been fixed. The modal window now opens when the user creates new evidence and applies changes without having to refresh the browser. 
\n"

2079341,,Session timeout is not logging out the user correctly under certain conditions,CEF,Application Development Environment,Client Development Environment,,"**Issue Description:**
\nThe user is not correctly logged out when a modal such as Register Person is displayed without a tab open in its background. The user is not logged out when the user clicks Logout from the session timeout modal or when the countdown on the session timeout modal runs out.
\n
\n**User Interface Impact:** No
\n
\n**Steps to Reproduce:**
\n# Log in as a caseworker.
\n# Close any open tabs. 
\n# Open the Register Person modal.
\n# Wait for the session to time out and for the session timeout modal to appear.
\n# Click Logout.
\n# Issue: The user is not logged out and remains logged in.
\n
\n**Resolution:**
\nThe user is now logged out when the user clicks Logout from the session timeout modal or the countdown on the session timeout modal runs out.
\n
\n**Technical:**
\nThe session timeout JavaScript was updated to ensure that a user is always logged out when the user selects Logout from the session timeout modal and the countdown on the session timeout modal runs out.
\n"

2079335,,Optimize method for preventing the creation of unnecessary notifications for provider management cases used for financials processing,ENT,Provider Management,,,"**Issue Description:**
\nIn a prior release, a mechanism was introduced to prevent the generation of unnecessary notifications for provider management case types that should not generate notifications because they are intended only for use in generating financials. This mechanism for excluding certain case types from generating notifications worked by checking the case type in identified workflows. The previous approach included case types that did not generate any notifications, which could cause a performance overhead.
\n
\n** User Interface Impact:** No
\n
\n**Steps to Reproduce:**
\nThis issue is dependent on user data so it is not directly reproducible.
\n
\n**Resolution:**
\nThis issue has been resolved now and the mechanism for excluding provider management case types that should not generate a notification has been updated, to only generate notifications for the following case types:
\n* CASEREASSESSMENTNOTIFICATION
\n* DEFAULTCASENOTIFICATION 
\n
\nFor more information, see {{https://www.ibm.com/docs/spm/8.0.2?topic=sets-products}}. 
\n
\n
\n"

2079334,,Updates to some of the libraries present in Axis 2 and Rampart,Third Party Updates,,,,"IBM Cúram Social Program Management web services are based on Apache Axis2.  With the  Rampart security module of Axis2, Social Program Management web services can be secured for authentication, integrity (signature), confidentiality (encryption/decryption), and non-repudiation (timestamp). \n\nThe versions of some of the JARs in both Axis 2 and Rampart have been updated. As a result of these updates, the following changes have been made in the JDE Axis 2 deliverable.\n\n* CuramSDEJlibthird_party_version.properties - the versions of the specified Axis 2 and Rampart JARs have been updated.\n\n* CuramSDEJlibaxis2axis2-ant-plugin-1.8.0.jar - version updated from 1.6.2 to 1.8.0.\n* CuramSDEJlibaxis2xmlbeans-3.1.0.jar - version updated from 2.3.0 to 3.1.0.\n* CuramSDEJlibaxis2esapi-2.2.3.1.jar - version updated from 2.0GA to 2.2.3.1.\n* CuramSDEJlibaxis2velocity-engine-core-2.3.jar version updated from velocity-1.5.jar to velocity-engine-core-2.3.jar. \n* CuramSDEJlibaxis2xmltooling-1.4.4.jar- version updated from 1.3.2-1 to 1.4.4. \n\nNote that any references in custom scripts and other artifacts to the updated JAR files listed above must be updated. \n"
