TICKET,APAR,SUMMARY,COMPONENT,SUBCOMPONENT1,SUBCOMPONENT2,SUBCOMPONENT3,RELEASE_NOTE
SPM-129594,,IEG rules expression resolver uses data from previous iteration,CEF,Intelligent Evidence Gathering,,,"*Issue Description:*
In IEG, when using custom validations in a filtered loop, the validation may receive the incorrect list item data.

*User Interface Impact:* No

*Steps to Reproduce:*

# Create a script that includes a loop for adding parent and child records, e.g. adding a household member and adding a pregnancy record for them.
# In the parent loop create a page with a conditional question to decide if the child record is added. e.g. 'Is <Person> Pregnant?
# Create a custom validation after the child loop that checks if the pregnancy information is correct. It is important that this callout is outside the child loop so that it is called for all parent records, not just the ones that created a child record.
# Run the script and add the first parent and child record. e.g. Mary who is pregnant.
# Add a second person e.g. Joan who is not pregnant.
# Issue: The custom callout for the second record will receive the incorrect record, e.g. the data for the previous household member will be passed to the callout function. This will lead to an invalid validation using the incorrect data or could cause issues such as null pointer exceptions.

*Resolution:*
Now, IEG supports this script pattern and will pass the correct record to the callout function. However, it is recommended that the script pattern should be changed to only call custom validations when necessary. e.g. in the example above the custom validation could be moved inside the child loop.

"
SPM-129589,DT036691,IEG Player in Universal Access Responsive Web Application - Subsequent sections disabled in section navigation menu when editing from summary page without changing answers,CEF,Intelligent Evidence Gathering,,,"*Issue Description:*
When using IEG in the Universal Access Responsive Web Application sections may be incorrectly disabled while editing from a summary page.

*User Interface Impact:* No

*Steps to Reproduce:*

The issue arises under the following conditions.

# Create an IEG script with a summary page that allows you to edit a record.
# On the question page use a question that has a default value in the schema and also is used in a control question in a subsequent section so that changing the answer will disable that section in the section navigation and should force the user back through the script.
# Run the script and answer the questions so that you arrive on the summary page with the edit-link that will bring you back to the question page from 2.
# Select the edit-link to navigate to question page, don't change anything and select next. You should be brought back to the summary page.
# Issue: You are not returned to the summary page when clicking Next, instead IEG determines that the answer has been changed which disables the section and forces you back through the script.

*Resolution:*
IEG now correctly handles scenarios where the user does not change control question answers when editing from the summary page.

"
SPM-129584,,Editing a relationship from the IEG summary page edits incorrect person,CEF,Intelligent Evidence Gathering,,,"*Issue Description:*
If 3 or more household members exist, only the relationship page corresponding to the first household member is accessible. All other household member relationship edit links are incorrectly landing on the first household member. 

*User Interface Impact:* No

*Steps to Reproduce:*

# Create a script with a relationship-page element and a summary page that allows you to edit the relationships.
# Load a script with pre-populated data, including People and relationships
# Try to edit the relationship record for 1 of the additional household members, i.e. not the primary household member.
# Issue: The edit link does not bring the user to the correct relationship record.

*Resolution:*

The IEG engine now links to the correct relationship record when the user clicks the edit relationship link on a IEG summary page.

"
SPM-129583,DT036646,Error when modifying relationship records in pre-populated IEG renewal scripts,CEF,Intelligent Evidence Gathering,,,"*Issue Description:*
In a pre-populated IEG script the first attempt to edit a relationship record will fail with the error ID_ACTION_LINK_PAGE_NOT_FOUND.

*User Interface Impact:* No

*Steps to Reproduce:*

# Create an IEG script that can be pre-populated with data.
# Include in the script a ?relationship page? and ensure the relationships have been defined for 2 or more household members in the pre-populated data.
# Include a summary page that includes a link to edit a relationship. The summary page must be accessible before traversing the relationship pages.
# Select the edit relationship link.
# Issue: The action will fail with the error ID_ACTION_LINK_PAGE_NOT_FOUND. 

*Resolution:*
Now, when a relationship record has been pre-populated in an IEG script, the 'edit relationship' link will not fail when selected.

"
SPM-129581,DT036623,Browser back button causes the UA script engine to lose track of the end page defined for a summary page link,CEF,Intelligent Evidence Gathering,,,"*Issue Description:*
When you add or edit a record from the summary page of an IEG script and use the browser back button (rather than the IEG back link) to go back, you are navigated to the next page of the script instead of back to the summary page.

*User Interface Impact:* No

*Steps to Reproduce:*

# Use an IEG script with a loop that contains two or more pages for adding a record, followed by another question page, and then a summary page that includes the record list with an Add link or Edit link. The Add and Edit links are defined with the start and end pages and the ?skip-to-summary? is set to true.
# Launch the IEG script from step 1 and complete the script to the summary page.
# Use the Add or Edit link to re-enter the loop to add a record or to edit a record.
# Complete the first page of the loop to land on the second page.
# Use the browser back button to return to the first page.
# Use the Next button to return to the second page.
# Complete the second page.
# Click Next to return to the summary.
# Issue: The script should navigate back to the summary page based on the ?skip-to-summary? attribute being set to true. However, it does not skip. Instead, the script continues to the next page which is defined in the script. This occurs only when you use the back button in the loop.

*Resolution:*
After the script completes the add record or edit record page loop, the script now correctly navigates to the summary page.

"
SPM-128623,,When configuring localizable text for the names of Work Queues and some Organization Structure objects duplicate name text can be used for multiple records in the same language,CEF,Administration Suite,,,"*Issue Description:*
Due to the addition of multi-locale support for the ?name? fields on WorkQueue, Organisation Structure, Job, Location and Slot, it is now possible to bypass some validations.  Specifically, those duplicate validations that enforce uniqueness on these name fields. The ?Add Translation? link provides two avenues for bypassing these validations: adding a translation and editing a translation.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an administrator.
# Navigate to the Work Queues page under the Workflow shortcuts menu item. 
# Select the add name translation icon beside one of the work queue names.
# The View Localizable Text modal is displayed.
# Make sure that two different translations exist for the work queue for two different languages for example English and French.
# Click Edit one of the English translations and copy this text.
# Click Edit on the French translation and paste the English text into the French translation.
# Issue: No validation is thrown to prevent the same text from being used for more than one language.

*Resolution:*
Adding a new translation or making an edit to an existing translation via the ?Add Translation? link will now validate the uniqueness of the translation within the locale for the field in question. 

"
SPM-128401,,Deprecation markers to be renamed to 8.1.0.0,CEF,,,,"A number of code artifacts which were marked as deprecated in Cúram 8.1.0.0 contained incorrect deprecation markers (i.e. the markers referred to an invalid Cúram release). These deprecation markers have now been updated and refer to the Cúram release in which that deprecation exercise took place, namely Cúram version 8.1.0.0.

"
SPM-128391,,An unhandled server exception occurs when searching for Organization Units and Positions in the Organization Structure in the administration application,CEF,Administration Suite,,,"*Issue Description:*
Two application properties are available that provide the ability for an administrator to search for Organization Units and Positions in the Organization Structure. If these properties are enabled and the administrator attempts to use these searches an un-handled server exception occurs.

*User Interface Impact:* No

*Prerequisite(s):*

# Log in as a system administrator.
# Navigate to Property Administration under Application Data in the shortcuts panel.
# Search for the properties 'curam.core.admin.org.orgunitsearch.isenabled? and ?curam.core.admin.org.positionsearch.isenabled?.
# Edit each value and set it to 'Yes'. Save and then publish the changes.

*Steps to Reproduce:*

*Scenario 1:*

# Log in as administrator.
# Select My Organization under Organization in the shortcuts panel.
# Navigate to the Structures tab and click the existing Organization Structure.
# Navigate to the Organization Unit tab.
# Search by Name, Type and Location.
# Issue: An un-handled server exception is displayed on the search page.

*Scenario 2:*

# Login as administrator.
# Select My Organization under Organization in the shortcuts panel.
# Navigate to the Structures tab and click the existing Organization Structure.
# Navigate to the Positions tab.
# Search by Organization Unit, Lead Position and Job.
# Issue: An un-handled server exception is displayed on the search page.

*Resolution:*
The search issue for Organization Unit search and Position search if enabled has been resolved.? Now if a search is performed on either Organization Unit or Position search a list of the Organization Units and Positions that match the specified search criteria are returned.

"
SPM-128326,,An error message is displayed when trying to add a Recommendation Referral to a Factor,ENT,Outcome Management,,,"*Issue Description:* 
An application error message is displayed when trying to add a referral on the Recommend Referral modal.

*User Interface Impact:* No.

*Steps to Reproduce:*

# Login as an administrator.
# Navigate to Factors within Outcome management in the shortcuts panel.
# Select a Factor.
# Navigate to the Recommendation tab.
# Select Recommend Referrals from the action menu
# Click the search icon adjacent to the Referral field.
# Issue: An application error message is displayed.

*Resolution:*
Some artifacts which were previously removed as part of the Taxonomy code removal task have been reinstated to address the issue. Taxonomy related references have been removed before reinstating these artifacts.

*Technical:* The Javascript file
/Curam/components/CPM/ServiceDelivery/ServiceSearch/ProviderManagementSelectServiceTaxonomySearch.js has been renamed to ProviderManagementSelectServiceSearch.js.

"
SPM-128059,,"Search results for Work Queue, Organization Unit and Position are incorrectly being filtered by the user?s locale when a user performs a search",CEF,,,,"*Issue Description:*
When a search is performed for business objects such as Work Queue, Organization Unit and Position using a search criterion of Name that is now translatable and the user?s locale is set to include a language and locale, for example, en_US, the search will only return results where translations have been configured for the business object in the user?s locale. It will not return results that match the base language of the user?s locale, for example, en.

*User Interface Impact: No*

*Prerequisite(s):*

# Log in as a system administrator.
# Navigate to Property Administration under Application Data in the shortcuts panel.
# Search for the property ?curam.environment.app.menu.locale.toggle.enabled?.
# Edit the value and set it to 'True'. Save and then publish the changes.

*Steps to Reproduce:*

# Log in as a caseworker.
# Navigate to Cases and Outcome and select Provider under Searches.
# Select the search button for the Owner's Name.
# Click the search button for the Organization Unit.
# Enter '%' in the Organization Unit Name and click Search.
# Issue: No results are displayed. 

*Resolution:*
Now, when a search is performed for business objects such as Work Queue, Organization Unit and Position using a search criterion of Name the search will return results that match the user?s locale or their base language. 

"
SPM-125549,"DT036295, DT036645",Pop-up search clear button disappears when errors are present,Accessibility,Application Development Environment,,,"*Issue Description:*
The clear button, displayed in a modal dialog pop-up search field when a value is selected, disappears when an error message is displayed after you click Save on the modal dialog, so you can no longer clear the selected value.

In addition, when you open a modal dialog with a pre-populated pop-up search field,  the clear button is not displayed in the pop-up search field, so you can?t clear the pre-populated value.

*User Interface Impact:* No 

*Steps to Reproduce:*

*Scenario 1*

# Log in as a caseworker.
# Navigate to the Inbox section.
# On the My Tasks tab, select New Task from the tab-level actions menu.
# Click the Search icon in the Case Participant pop-up search field.
# Search for and select a registered person in the pop-up search dialog.
# Observe the clear button (represented with an X icon) is visible beside the selected Case Participant name in the New Task dialog.
# Click Save.
# Observe the error message displayed.
# Issue: The clear button in the Case Participant field beside the selected name disappears after clicking Save, and you can?t clear the selected value.

*Scenario 2*

# Log in as a caseworker.
# Navigate to the Cases and Outcomes section.
#  Open the Register Person wizard and click Next.
# On the Registration page, search for and select a Preferred Office for the person
# Observe the clear button (represented with an X icon) is visible beside the selected Preferred Office name.
# Click Save.
# Observe the error messages displayed.
# Issue: The clear button in the Preferred Office field beside the selected office disappears after clicking Save, and you can?t clear the selected value.

*Scenario 3*

# Log in as a caseworker.
# Search for and select a registered person.
# On the Person home page, click the Edit link in the context panel.
# If the Preferred Office field is blank, search for and select a Preferred Office for the person and click Save. Click the Edit link again on the context panel.
# The Edit Person modal dialog opens, with the Preferred Office pop-up search field pre-populated.
# Issue: The clear button is not displayed beside the pre-populated value in the Preferred Office pop-up search field, and you can?t clear the selected value. 

*Resolution:*
The clear button is now displayed in modal dialog pop-up search fields with a selected value, when an error message is displayed after clicking Save on the modal dialog,  or when the value is pre-populated when the modal dialog is opened, and the selected value can be cleared as expected.

"
